;< 0.5 cm;> 0.5-1 cm;> 1-2 cm;> 2-4 cm;> 4 cm;< 1 year;> 1 year;< 1;1;> 1;egg;larva;nymph;adult;ovoviviparity;isolated eggs, free;isolated eggs, cemented;clutches, cemented or fixed;clutches, free;clutches, terrestrial/in vegetation;asexual reproduction;aquatic passive;aquatic active;aerial passive;aerial active;eggs, statoblasts;cocoons, housings;diapause or dormancy;none;tegument;gill;plastron, spiracle;flier;swimmer;crawler;burrower;interstitial;attached;microorganisms, detritus (< 1mm);dead plant (>= 1mm);living microphytes;living macrophytes;dead animal (>= 1mm);living microinvertebrates;large animals;absorber, deposit feeder;shredder;scraper;filter-feeder;piercer;predator;parasite;river channel;banks, connected side-arms;ponds, pools, disconnected side-arms;marshes, peat bogs;temporary waters;lakes;crenon;epirithron;metarithron;hyporithron;epipotamon;metapotamon;estuary;outside river system;lowlands;piedmont level;alpine level;flags/boulders/cobbles/pebbles;gravel;sand;silt;macrophytes;microphytes;twigs/roots;organic detritus/litter;mud;null;slow (< 25 cm/s);medium (25-50 cm</s);fast (> 50 cm/s);oligotrophic;mesotrophic;eutrophic;freshwater;brackish water;cold (< 15°C);warm (> 15°C);eurythermic;xenosaprobic;oligosaprobic;b-mesosaprobic;a-mesosaprobic;polysaprobic;< 4;> 4-4.5;> 4.5-5;> 5-5.5;> 5.5-6;> 6;;;;;
CODE_TAXON;TAILLE_1;TAILLE_2;TAILLE_3;TAILLE_4;TAILLE_5;LONGEVITE_1;LONGEVITE_2;VOLTINISME_1;VOLTINISME_2;VOLTINISME_3;STADE_AQUATIQUE_1;STADE_AQUATIQUE_2;STADE_AQUATIQUE_3;STADE_AQUATIQUE_4;REPRODUCTION_1;REPRODUCTION_2;REPRODUCTION_3;REPRODUCTION_4;REPRODUCTION_5;REPRODUCTION_6;REPRODUCTION_7;DISPERSION_1;DISPERSION_2;DISPERSION_3;DISPERSION_4;RESISTANCE_1;RESISTANCE_2;RESISTANCE_3;RESISTANCE_4;RESPIRATION_1;RESPIRATION_2;RESPIRATION_3;LOCOMOTION_1;LOCOMOTION_2;LOCOMOTION_3;LOCOMOTION_4;LOCOMOTION_5;LOCOMOTION_6;NOURRITURE_1;NOURRITURE_2;NOURRITURE_3;NOURRITURE_4;NOURRITURE_5;NOURRITURE_6;NOURRITURE_7;ALIMENTATION_1;ALIMENTATION_2;ALIMENTATION_3;ALIMENTATION_4;ALIMENTATION_5;ALIMENTATION_6;ALIMENTATION_7;TRANSVERSAL_1;TRANSVERSAL_2;TRANSVERSAL_3;TRANSVERSAL_4;TRANSVERSAL_5;TRANSVERSAL_6;LONGITUDINAL_1;LONGITUDINAL_2;LONGITUDINAL_3;LONGITUDINAL_4;LONGITUDINAL_5;LONGITUDINAL_6;LONGITUDINAL_7;LONGITUDINAL_8;ALTITUDE_1;ALTITUDE_2;ALTITUDE_3;SUBSTRAT_1;SUBSTRAT_2;SUBSTRAT_3;SUBSTRAT_4;SUBSTRAT_5;SUBSTRAT_6;SUBSTRAT_7;SUBSTRAT_8;SUBSTRAT_9;COURANT_1;COURANT_2;COURANT_3;COURANT_4;TROPHIE_1;TROPHIE_2;TROPHIE_3;SALINITE_1;SALINITE_2;TEMPERATURE_1;TEMPERATURE_2;TEMPERATURE_3;SAPROBIE_1;SAPROBIE_2;SAPROBIE_3;SAPROBIE_4;SAPROBIE_5;PH_1;PH_2;PH_3;PH_4;PH_5;PH_6;GROUPE_BIO;GROUPE_ECO;GROUPE_BIOECO;SPEAR_SENSIBILITE;SPEAR_CLASSE
5086;0;0;0;1;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.166666667;0.333333333;0;0.5;0;0;0.25;0.75;0.6;0.4;0;0;0;1;0;0;0;0;0.333333333;0;0.333333333;0;0.111111111;0.222222222;0;1;0;0;0;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0;0.222222222;0.111111111;0.166666667;0.277777778;0.166666667;0.111111111;0.055555556;0.055555556;0.055555556;0.5;0.333333333;0.166666667;0.285714286;0.071428571;0.071428571;0.071428571;0.071428571;0.071428571;0;0.285714286;0.071428571;0.125;0.375;0.25;0.25;0.666666667;0.333333333;0;0.75;0.25;0.25;0;0.75;0.142857143;0.428571429;0.428571429;0;0;0;0;0.181818182;0.272727273;0.272727273;0.272727273;f;D;b;-0.06;1
3190;0;0;0.75;0.25;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0.142857143;0.285714286;0;0.428571429;0;0;0.142857143;0.2;0.6;0;0;0;0.2;0;0;1;0;0;0;0;0;0.166666667;0.666666667;0.166666667;0;0;0;0;1;0;0;0.090909091;0;0.181818182;0;0.272727273;0;0.272727273;0.181818182;0;0;1;0;0;0;0;0;1;0;0;0;0;0.166666667;0.5;0.333333333;0;0;0;0;0.1;0.3;0.3;0.3;f;C;g;-0.06;1
5224;0;0;0.75;0.25;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0.142857143;0.285714286;0;0.428571429;0;0;0.142857143;0.2;0.6;0;0;0;0.2;0;0;1;0;0;0;0;0;0.166666667;0.666666667;0.166666667;0;0;0;0;1;0;0;0.090909091;0;0.181818182;0;0.272727273;0;0.272727273;0.181818182;0;0;1;0;0;0;0;0;1;0;0;0;0;0.166666667;0.5;0.333333333;0;0;0;0;0.1;0.3;0.3;0.3;f;C;g;-0.06;1
5144;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;1;0.6;0.4;0;0;0;1;0;0;0;0;0.375;0.25;0.375;0;0;0;0;1;0;0;0;0;0;0;0.666666667;0;0;0;0.333333333;0.285714286;0.214285714;0.142857143;0.142857143;0.071428571;0.071428571;0;0.071428571;0.285714286;0.428571429;0.285714286;0.363636364;0.181818182;0;0;0;0;0;0.272727273;0.181818182;0.3;0.3;0.2;0.2;0;0;0;1;0;1;0;0;0.333333333;0.5;0.166666667;0;0;0;0;0;0;0.25;0.75;f;B;a;-0.06;1
5146;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.4;0;0.6;0;0;0.5;0.5;0.5;0.5;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;0;1;0;0;0;0;0;0.4;0;0;0;0.4;0.2;0.111111111;0.222222222;0.222222222;0.111111111;0;0;0;0.333333333;0.75;0.25;0;0.333333333;0.333333333;0;0;0.333333333;0;0;0;0;0.125;0.375;0.25;0.25;0;0;0;1;0;0;0;0;0.142857143;0.428571429;0.428571429;0;0;0;0;0.1;0.3;0.3;0.3;f;D;b;-0.06;1
3193;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0.5;0.5;0;0;0;1;0;0;0;0;0.4;0;0.4;0.1;0;0.1;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0.5;0.333333333;0;0;0;0;0;0.166666667;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.375;0.375;0.25;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.05811202;0
3197;0;0;0.25;0.75;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0;1;0;0;0;1;0;0;0;0;0.428571429;0;0.285714286;0;0;0.285714286;0;0.75;0;0;0;0.25;0;0.375;0.375;0.125;0;0;0.125;0.5;0.166666667;0.166666667;0.166666667;0;0;0;0;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.25;0.5;0.25;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.05811202;1
3205;0;0;0.25;0.75;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0;1;0;0;0;1;0;0;0;0;0.428571429;0;0.285714286;0;0;0.285714286;0;0.75;0;0;0;0.25;0;0.375;0.375;0.125;0;0;0.125;0.5;0.166666667;0.166666667;0.166666667;0;0;0;0;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.25;0.5;0.25;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;-0.05811202;1
3146;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0.666666667;0.333333333;0.5;0.5;0;0;0;1;0;0;0;0;0.4;0;0.4;0.1;0;0.1;0;1;0;0;0;0;0;0.375;0.375;0.125;0;0;0.125;0.1;0.3;0.3;0.1;0.1;0;0;0.1;0.428571429;0.428571429;0.142857143;0.333333333;0.222222222;0.222222222;0;0;0;0.111111111;0.111111111;0;0;0.25;0.375;0.375;0.5;0.5;0;1;0;0.5;0;0.5;0.375;0.375;0.25;0;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;f;B;a;NA;NA
3162;0;0;0.6;0.4;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0.75;0;0.25;0;0;0.333333333;0;0.666666667;0.5;0;0;0.5;0.5;0.5;0;0;0;1;0;0;0;0.111111111;0.555555556;0;0.222222222;0.111111111;0;0;0;1;0;0;0;0;0;0;0.272727273;0.272727273;0.181818182;0.090909091;0.181818182;0.2;0.1;0.1;0.1;0.1;0.1;0;0.3;0.5;0.333333333;0.166666667;0.071428571;0.071428571;0.142857143;0;0.142857143;0.071428571;0.214285714;0.214285714;0.071428571;0.428571429;0.428571429;0.142857143;0;0;0.5;0.5;0.75;0.25;0;0;1;0.25;0.25;0.375;0.125;0;0.076923077;0.076923077;0.153846154;0.230769231;0.230769231;0.230769231;f;F;d;-0.06;1
281;0;0;0.4;0.6;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.375;0.25;0;0.375;0;0;0.75;0.25;0.4;0.6;0;0;0;1;0;0;0;0.090909091;0.272727273;0.272727273;0.272727273;0;0;0.090909091;0.142857143;0.428571429;0.285714286;0;0;0.142857143;0;0;0.222222222;0.333333333;0;0.111111111;0.333333333;0.052631579;0.157894737;0.263157895;0.157894737;0.105263158;0.052631579;0;0.210526316;1;0;0;0.272727273;0;0.181818182;0;0.454545455;0;0;0.090909091;0;0.166666667;0.5;0.333333333;0;0.333333333;0.5;0.166666667;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0;0;0.142857143;0.142857143;0.285714286;0.428571429;f;D;g;-0.06;1
282;0;0;0.4;0.6;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.375;0.25;0;0.375;0;0;0.75;0.25;0.4;0.6;0;0;0;1;0;0;0;0.090909091;0.272727273;0.272727273;0.272727273;0;0;0.090909091;0.142857143;0.428571429;0.285714286;0;0;0.142857143;0;0;0.222222222;0.333333333;0;0.111111111;0.333333333;0.052631579;0.157894737;0.263157895;0.157894737;0.105263158;0.052631579;0;0.210526316;1;0;0;0.272727273;0;0.181818182;0;0.454545455;0;0;0.090909091;0;0.166666667;0.5;0.333333333;0;0.333333333;0.5;0.166666667;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0;0;0.142857143;0.142857143;0.285714286;0.428571429;f;D;g;-0.06;1
3173;0;0.004839751;0.53253548;0.462624769;0;0.978145872;0.021854128;0.019986962;0.976598891;0.003414147;0.31600884;0.34199558;0.34199558;0;0;0;0;0.882034897;0;0.117965103;0;0.067888449;0.298026717;0;0.634084834;0.097612473;0;0.445924332;0.456463195;0.454705403;0.545294597;0;0;0;1;0;0;0;0.024096606;0.422871195;0.040582244;0.343347916;0.059307411;0.011160582;0.098634046;0.017784449;0.880028332;0.052192591;0;0;0.049994629;0;0.231197299;0.302740083;0.183491215;0.05984912;0.05187011;0.170852174;0.136348266;0.224197238;0.241126374;0.107363623;0.081682504;0.0382864;0.010384775;0.160610821;0.491335459;0.373355905;0.135308637;0.244217169;0.149207297;0.15431543;0.00687245;0.113010739;0.023243005;0.098861997;0.179455525;0.030816387;0.119624348;0.339148341;0.289670505;0.251556806;0.432117859;0.456181177;0.111700964;0.912100207;0.087899793;0.304316618;0;0.695683382;0.236671595;0.367940892;0.338929467;0.056458045;0;0.0579895;0.0579895;0.107550918;0.250681033;0.258140005;0.267649044;f;F;d;-0.06;1
3184;0;0;0.75;0.25;0;0.75;0.25;0.25;0.75;0;0.142857143;0.428571429;0.428571429;0;0;0;0;0.25;0;0.75;0;0.2;0.2;0;0.6;0;0;1;0;0.5;0.5;0;0;0;1;0;0;0;0;0.8;0;0.2;0;0;0;0;1;0;0;0;0;0;0;0.181818182;0.272727273;0.090909091;0.181818182;0.272727273;0;0.25;0.166666667;0.166666667;0;0;0;0.416666667;1;0;0;0;0;0;0;0.375;0;0;0.625;0;0.4;0.6;0;0;0.333333333;0.5;0.166666667;1;0;0;0;1;0;0.2;0.4;0.4;0;0;0;0.1;0.3;0.3;0.3;f;F;d;-0.06;1
5228;0;0;0.75;0.25;0;0.75;0.25;0.25;0.75;0;0.142857143;0.428571429;0.428571429;0;0;0;0;0.25;0;0.75;0;0.2;0.2;0;0.6;0;0;1;0;0.5;0.5;0;0;0;1;0;0;0;0;0.8;0;0.2;0;0;0;0;1;0;0;0;0;0;0;0.181818182;0.272727273;0.090909091;0.181818182;0.272727273;0;0.25;0.166666667;0.166666667;0;0;0;0.416666667;1;0;0;0;0;0;0;0.375;0;0;0.625;0;0.4;0.6;0;0;0.333333333;0.5;0.166666667;1;0;0;0;1;0;0.2;0.4;0.4;0;0;0;0.1;0.3;0.3;0.3;f;F;d;-0.06;0
280;0;0.027659574;0.638297872;0.334042553;0;1;0;0;0.943396226;0.056603774;0.333333333;0.333333333;0.333333333;0;0;0;0;0.642398287;0;0.357601713;0;0;0.333333333;0;0.666666667;0.5;0;0;0.5;0.25;0.75;0;0;0;1;0;0;0;0;0.485456369;0;0.456369107;0;0.058174524;0;0;1;0;0;0;0;0;0;0.272727273;0.272727273;0.181818182;0.090909091;0.181818182;0.076923077;0.076923077;0.076923077;0.076923077;0.153846154;0.153846154;0;0.384615385;0.5;0.333333333;0.166666667;0.071428571;0.071428571;0.142857143;0;0.142857143;0.071428571;0.214285714;0.214285714;0.071428571;0.428571429;0.428571429;0.142857143;0;0;0.5;0.5;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0.076923077;0.076923077;0.153846154;0.230769231;0.230769231;0.230769231;f;F;d;-0.05811202;1
3161;0;0.027659574;0.638297872;0.334042553;0;1;0;0;0.943396226;0.056603774;0.333333333;0.333333333;0.333333333;0;0;0;0;0.642398287;0;0.357601713;0;0;0.333333333;0;0.666666667;0.5;0;0;0.5;0.25;0.75;0;0;0;1;0;0;0;0;0.485456369;0;0.456369107;0;0.058174524;0;0;1;0;0;0;0;0;0;0.272727273;0.272727273;0.181818182;0.090909091;0.181818182;0.076923077;0.076923077;0.076923077;0.076923077;0.153846154;0.153846154;0;0.384615385;0.5;0.333333333;0.166666667;0.071428571;0.071428571;0.142857143;0;0.142857143;0.071428571;0.214285714;0.214285714;0.071428571;0.428571429;0.428571429;0.142857143;0;0;0.5;0.5;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0.076923077;0.076923077;0.153846154;0.230769231;0.230769231;0.230769231;f;F;d;-0.06;1
3194;0;0;0;1;0;0;0;0;1;0;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;1;0.5;0.5;0;0;0;1;0;0;0;0;0.571428571;0;0.285714286;0;0;0.142857143;0;1;0;0;0;0;0;0;0.25;0.25;0.25;0;0.25;0;0.285714286;0.285714286;0;0;0;0.142857143;0.285714286;1;0;0;0;0;0;0;1;0;0;0;0;0.4;0.6;0;0;1;0;0;1;0;0;0;1;0.142857143;0.428571429;0.428571429;0;0;0;0;0.1;0.3;0.3;0.3;f;D;d;-0.06;1
5227;0;0;0;1;0;0;0;0;1;0;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0;1;0.5;0.5;0;0;0;1;0;0;0;0;0.571428571;0;0.285714286;0;0;0.142857143;0;1;0;0;0;0;0;0;0.25;0.25;0.25;0;0.25;0;0.285714286;0.285714286;0;0;0;0.142857143;0.285714286;1;0;0;0;0;0;0;1;0;0;0;0;0.4;0.6;0;0;1;0;0;1;0;0;0;1;0.142857143;0.428571429;0.428571429;0;0;0;0;0.1;0.3;0.3;0.3;f;D;d;-0.06;1
5226;0;0;1;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;1;0;0;0;0;0.5;0;0.5;0;0;0.5;0.5;0.5;0.5;0;0;0;1;0;0;0;0;0.666666667;0;0.333333333;0;0;0;0;1;0;0;0;0;0;0.111111111;0.111111111;0.222222222;0.444444444;0.111111111;0;0;0.111111111;0.111111111;0.111111111;0.111111111;0.111111111;0;0.444444444;1;0;0;0;0;0;0;0.428571429;0;0;0.571428571;0;0.6;0.4;0;0;1;0;0;1;0;0;0;0;0.142857143;0.428571429;0.428571429;0;0;0;0;0.1;0.3;0.3;0.3;f;D;d;NA;NA
286;0;0.606040713;0.393959287;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0.264965806;0.735034194;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.818707435;0;0;0.181292564;0.169302004;0.197650946;0.63304705;0;0;0;0;0;0.224634961;0.775365039;0;0;0;0;0.419328987;0.419328987;0;0;0.073020091;0.088321935;0.111043931;0.266450861;0.203209212;0.180924271;0.094694086;0.054174432;0.017664387;0.071838819;0.763206412;0.15839351;0.078400078;0.554489281;0.167170258;0.138081738;0;0.111170202;0;0;0.029088521;0;0.037852258;0.202053561;0.53007392;0.230020261;0.544409495;0.40226155;0.053328954;0.933758548;0.066241452;0.250979926;0;0.749020074;0.170929072;0.360655118;0.380093875;0.088321935;0;0;0;0;0.1446908;0.260886036;0.594423164;e;NA;NA;-0.06;1
287;0;0;1;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;1;0;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.833333333;0;0;0.166666667;0.166666667;0.333333333;0.5;0;0;0;0;0;0.25;0.75;0;0;0;0;0.333333333;0.333333333;0;0;0;0.333333333;0;0.066666667;0.333333333;0.2;0.133333333;0.066666667;0.066666667;0.133333333;1;0;0;0.4;0.2;0.2;0;0.2;0;0;0;0;0.142857143;0.285714286;0.428571429;0.142857143;0.4;0.6;0;0.75;0.25;0;0;1;0;0.166666667;0.5;0.333333333;0;0;0;0;0;0.25;0.75;f;C;g;-0.06;1
288;0;0;1;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;1;0;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.833333333;0;0;0.166666667;0.166666667;0.333333333;0.5;0;0;0;0;0;0.25;0.75;0;0;0;0;0.333333333;0.333333333;0;0;0;0.333333333;0;0.066666667;0.333333333;0.2;0.133333333;0.066666667;0.066666667;0.133333333;1;0;0;0.4;0.2;0.2;0;0.2;0;0;0;0;0.142857143;0.285714286;0.428571429;0.142857143;0.4;0.6;0;0.75;0.25;0;0;1;0;0.166666667;0.5;0.333333333;0;0;0;0;0;0.25;0.75;f;C;g;-0.06;1
289;0;0.75;0.25;0;0;1;0;0;0;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0.142857143;0.285714286;0.571428571;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.5;0;0;0;0;0.333333333;0.5;0.166666667;0;0;0;0;0;0.2;0.4;0.4;0.428571429;0.285714286;0.285714286;0;0;0;0;0;0;0;0;0.75;0.25;0.75;0.25;0;1;0;1;0;0;0.6;0.4;0;0;0;0;0;0;0.25;0.375;0.375;e;A;a;-0.06;1
290;0;0.75;0.25;0;0;1;0;0;0;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0.142857143;0.285714286;0.571428571;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.5;0;0;0;0;0.333333333;0.5;0.166666667;0;0;0;0;0;0.2;0.4;0.4;0.428571429;0.285714286;0.285714286;0;0;0;0;0;0;0;0;0.75;0.25;0.75;0.25;0;1;0;1;0;0;0.6;0.4;0;0;0;0;0;0;0.25;0.375;0.375;e;A;a;-0.06;1
291;0;0.75;0.25;0;0;1;0;0;0;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0.142857143;0.285714286;0.571428571;0;0;0;0;0;0.4;0.6;0;0;0;0;0.5;0.5;0;0;0;0;0.333333333;0.5;0.166666667;0;0;0;0;0;0.2;0.4;0.4;0.428571429;0.285714286;0.285714286;0;0;0;0;0;0;0;0;0.75;0.25;0.75;0.25;0;1;0;1;0;0;0.6;0.4;0;0;0;0;0;0;0.25;0.375;0.375;e;A;a;-0.06;1
292;0;0.75;0.25;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.571428571;0;0;0.428571429;0.166666667;0.166666667;0.666666667;0;0;0;0;0;0.25;0.75;0;0;0;0;0.5;0.5;0;0;0;0;0.142857143;0.357142857;0.142857143;0.285714286;0.071428571;0;0;0;0.75;0.25;0;0.454545455;0.181818182;0.090909091;0;0.181818182;0;0;0.090909091;0;0;0.166666667;0.5;0.333333333;0.5;0.333333333;0.166666667;1;0;0;0;1;0.166666667;0.333333333;0.5;0;0;0;0;0;0.2;0.2;0.6;e;B;a;-0.05811202;1
295;0;0.75;0.25;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.571428571;0;0;0.428571429;0.166666667;0.166666667;0.666666667;0;0;0;0;0;0.25;0.75;0;0;0;0;0.5;0.5;0;0;0;0;0.142857143;0.357142857;0.142857143;0.285714286;0.071428571;0;0;0;0.75;0.25;0;0.454545455;0.181818182;0.090909091;0;0.181818182;0;0;0.090909091;0;0;0.166666667;0.5;0.333333333;0.5;0.333333333;0.166666667;1;0;0;0;1;0.166666667;0.333333333;0.5;0;0;0;0;0;0.2;0.2;0.6;e;B;a;-0.06;1
294;0;0.75;0.25;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.571428571;0;0;0.428571429;0.166666667;0.166666667;0.666666667;0;0;0;0;0;0.25;0.75;0;0;0;0;0.5;0.5;0;0;0;0;0.142857143;0.357142857;0.142857143;0.285714286;0.071428571;0;0;0;0.75;0.25;0;0.454545455;0.181818182;0.090909091;0;0.181818182;0;0;0.090909091;0;0;0.166666667;0.5;0.333333333;0.5;0.333333333;0.166666667;1;0;0;0;1;0.166666667;0.333333333;0.5;0;0;0;0;0;0.2;0.2;0.6;e;B;a;-0.06;1
296;0;0.75;0.25;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.571428571;0;0;0.428571429;0.166666667;0.166666667;0.666666667;0;0;0;0;0;0.25;0.75;0;0;0;0;0.5;0.5;0;0;0;0;0.142857143;0.357142857;0.142857143;0.285714286;0.071428571;0;0;0;0.75;0.25;0;0.454545455;0.181818182;0.090909091;0;0.181818182;0;0;0.090909091;0;0;0.166666667;0.5;0.333333333;0.5;0.333333333;0.166666667;1;0;0;0;1;0.166666667;0.333333333;0.5;0;0;0;0;0;0.2;0.2;0.6;e;B;a;-0.06;1
5219;0;0.75;0.25;0;0;1;0;0;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;1;0.4;0.6;0;0;0;0.755102041;0;0;0.244897959;0.156462585;0.217687075;0.62585034;0;0;0;0;0;0.314285714;0.685714286;0;0;0;0;0.5;0.5;0;0;0;0;0.224489796;0.418367347;0.153061224;0.163265306;0.040816327;0;0;0;0.514285714;0.314285714;0.171428571;0.443413729;0.226345083;0.174397032;0;0.103896104;0;0;0.051948052;0;0;0.095238095;0.607142857;0.297619048;0.607142857;0.297619048;0.095238095;1;0;0.428571429;0;0.571428571;0.352380952;0.361904762;0.285714286;0;0;0;0;0;0.221428571;0.275;0.503571429;e;NA;a;NA;NA
298;0;1;0;0;0;1;0;0;0;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0.2;0;0.8;0;0;0;0;0;0;1;0;0;0;0;0.333333333;0.333333333;0;0;0.333333333;0;0;0.166666667;0.166666667;0.166666667;0.166666667;0.166666667;0;0.166666667;1;0;0;1;0;0;0;0;0;0;0;0;0;0.333333333;0.5;0.166666667;0.6;0.4;0;1;0;0;0;0;0;0.6;0.4;0;0;0;0;0;0;0;0;e;C;b;-0.06;1
299;0;1;0;0;0;1;0;0;0;0;0.333333333;0.333333333;0.333333333;0;0;0;0;1;0;0;0;0.2;0.2;0.2;0.4;0;0;0;0;0.4;0.6;0;0;0;1;0;0;0;0.2;0;0.8;0;0;0;0;0;0;1;0;0;0;0;0.333333333;0.333333333;0;0;0.333333333;0;0;0.166666667;0.166666667;0.166666667;0.166666667;0.166666667;0;0.166666667;1;0;0;1;0;0;0;0;0;0;0;0;0;0.333333333;0.5;0.166666667;0.6;0.4;0;1;0;0;0;0;0;0.6;0.4;0;0;0;0;0;0;0;0;e;C;b;-0.06;1
304;0;0.48250558;0.51749442;0;0;0.739275623;0.260724377;0.149833775;0.739275623;0.110890601;0.339576407;0.320847185;0.339576407;0;0;0;0;1;0;0;0;0.22782188;0.22782188;0.22782188;0.316534361;0;0;0;1;0.5;0.5;0;0;0;1;0;0;0;0;0.911287519;0.088712481;0;0;0;0;0;0.889109399;0.110890601;0;0;0;0;0.177424962;0.607691632;0;0;0.037458444;0.177424962;0.117361171;0.237307904;0.220659707;0.13577114;0.084945662;0.084945662;0.034120185;0.084888567;0.814192511;0.185807489;0;0.186853345;0.100110189;0.220490366;0;0.175947968;0;0.228314211;0.088283921;0;0.192706275;0.378018854;0.355347803;0.073927068;0.660990573;0.339009427;0;0.889109399;0.110890601;0.149833775;0;0.850166225;0.112375332;0.320847185;0.566777483;0;0;0;0;0.016648197;0.16002851;0.240042766;0.583280527;f;NA;NA;-0.06;1
